booking_id,hotel,is_canceled,lead_time,arrival_date,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent_id,company_id,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date
75effae41ba51b47,Resort Hotel,0,95,2015-07-01,4,11,2,0,0,Bb,GBR,Offline Ta/To,Ta/To,0,0,0,D,D,0,No Deposit,241,,Transient,63.86,0,0,Check-Out,2015-07-16
c349d565cd04dfeb,Resort Hotel,1,96,2015-07-01,2,8,2,0,0,Bb,PRT,Direct,Direct,0,0,0,E,E,0,No Deposit,,,Transient,108.3,0,2,Canceled,2015-05-29
9c979689c6ac535c,Resort Hotel,0,69,2015-07-02,2,4,2,0,0,Bb,IRL,Offline Ta/To,Ta/To,0,0,0,A,C,0,No Deposit,175,,Transient,65.5,0,0,Check-Out,2015-07-08
93276d6966d47b92,Resort Hotel,1,45,2015-07-02,1,3,3,0,0,Bb,PRT,Online Ta,Ta/To,0,0,0,D,D,0,No Deposit,241,,Transient,108.8,0,1,Canceled,2015-05-19
00260a65767b1c16,Resort Hotel,1,40,2015-07-02,1,3,3,0,0,Bb,PRT,Online Ta,Ta/To,0,0,0,D,D,0,No Deposit,241,,Transient,108.8,0,1,Canceled,2015-06-19
93019ae6a288f414,Resort Hotel,0,15,2015-07-02,1,3,2,0,0,Bb,ESP,Online Ta,Ta/To,0,0,0,A,C,0,No Deposit,240,,Transient,98.0,0,0,Check-Out,2015-07-06
ea08098a261b3227,Resort Hotel,0,36,2015-07-02,1,3,3,0,0,Bb,PRT,Online Ta,Ta/To,0,0,0,D,D,0,No Deposit,241,,Transient,108.8,0,1,Check-Out,2015-07-06
2f70a1e2471992ab,Resort Hotel,1,43,2015-07-02,1,3,3,0,0,Bb,PRT,Online Ta,Ta/To,0,0,0,D,D,0,No Deposit,241,,Transient,108.8,0,0,Canceled,2015-05-23
3d4a2608decd5142,Resort Hotel,0,70,2015-07-02,2,3,2,0,0,Hb,ROU,Direct,Direct,0,0,0,E,E,0,No Deposit,250,,Transient,137.0,0,1,Check-Out,2015-07-07
5617cb2ed2b9908d,Resort Hotel,1,45,2015-07-02,2,3,2,0,0,Bb,PRT,Online Ta,Ta/To,0,0,0,G,G,0,No Deposit,241,,Transient,117.81,0,0,Canceled,2015-05-18
273d556d78a9afb1,Resort Hotel,0,45,2015-07-02,2,3,2,0,0,Bb,IRL,Offline Ta/To,Ta/To,0,0,0,D,D,0,No Deposit,8,,Contract,79.5,0,0,Check-Out,2015-07-07
0fbeeaa97c3021c4,Resort Hotel,0,16,2015-07-02,2,3,2,0,0,Bb,ESP,Direct,Direct,0,0,0,F,F,0,No Deposit,,,Transient,123.0,0,0,Check-Out,2015-07-07
983de3c6df8cce31,Resort Hotel,0,107,2015-07-02,2,5,2,0,0,Bb,PRT,Online Ta,Ta/To,0,0,0,A,A,0,No Deposit,240,,Transient,110.7,0,2,Check-Out,2015-07-09
f04f216ee5b4b49f,Resort Hotel,1,47,2015-07-02,2,5,2,2,0,Bb,PRT,Online Ta,Ta/To,0,0,0,G,G,0,No Deposit,240,,Transient,153.0,0,0,Canceled,2015-06-02
2791855725a8eea0,Resort Hotel,0,96,2015-07-02,2,5,2,0,0,Bb,ESP,Offline Ta/To,Ta/To,0,0,0,A,A,0,No Deposit,134,,Transient,58.95,0,1,Check-Out,2015-07-09
760336cf1daef0b1,Resort Hotel,0,113,2015-07-02,2,5,2,0,0,Bb,NOR,Offline Ta/To,Ta/To,0,0,0,E,E,0,No Deposit,156,,Transient-Party,82.88,0,2,Check-Out,2015-07-09
fbb0149582ce1d1c,Resort Hotel,0,90,2015-07-02,2,5,2,0,0,Hb,GBR,Offline Ta/To,Ta/To,0,0,0,A,B,1,No Deposit,243,,Contract,82.35,0,0,Check-Out,2015-07-09
51debff82ee76006,Resort Hotel,0,50,2015-07-02,2,5,2,0,0,Hb,IRL,Online Ta,Ta/To,0,0,0,E,F,1,No Deposit,241,,Transient,119.35,0,1,Check-Out,2015-07-09
d2c03a65dbf9a45d,Resort Hotel,0,113,2015-07-02,2,5,2,0,0,Bb,NOR,Offline Ta/To,Ta/To,0,0,0,D,D,0,No Deposit,156,,Transient-Party,67.58,0,2,Check-Out,2015-07-09
f4cab0c2f203eaef,Resort Hotel,0,93,2015-07-02,3,8,2,0,0,Bb,IRL,Offline Ta/To,Ta/To,0,0,0,A,A,0,No Deposit,156,,Contract,56.01,0,0,Check-Out,2015-07-13
66826230152b5e7b,Resort Hotel,0,76,2015-07-02,4,10,2,0,0,Bb,OMN,Offline Ta/To,Ta/To,0,0,0,D,D,0,No Deposit,243,,Contract,110.7,0,0,Check-Out,2015-07-16
4eb5f1533b3bdfcd,Resort Hotel,0,3,2015-07-02,0,1,2,0,0,Bb,ESP,Online Ta,Ta/To,0,0,0,A,C,0,No Deposit,240,,Transient,88.2,1,0,Check-Out,2015-07-03
7815efc0b5f293ca,Resort Hotel,0,1,2015-07-02,0,1,2,0,0,Bb,ARG,Online Ta,Ta/To,0,0,0,H,H,0,No Deposit,240,,Transient,147.0,1,0,Check-Out,2015-07-03
99dc50cb24dfe067,Resort Hotel,0,1,2015-07-02,0,1,2,2,0,Bb,ESP,Direct,Direct,0,0,0,C,C,0,No Deposit,,,Transient,107.0,1,2,Check-Out,2015-07-03
e08a8e4cbf78a2f8,Resort Hotel,0,0,2015-07-02,0,1,2,0,0,Bb,PRT,Direct,Direct,0,0,0,H,H,0,No Deposit,,,Transient,147.0,0,0,Check-Out,2015-07-03
1e2677ccea0225f4,Resort Hotel,0,0,2015-07-02,0,1,2,0,0,Bb,PRT,Online Ta,Ta/To,0,0,0,A,D,0,No Deposit,240,,Transient,117.9,0,2,Check-Out,2015-07-03
e1305ebad2456b26,Resort Hotel,0,0,2015-07-02,0,1,2,0,0,Bb,PRT,Direct,Direct,0,0,0,G,G,0,No Deposit,,,Transient,123.0,0,0,Check-Out,2015-07-03
cb8140bdba5faddc,Resort Hotel,0,14,2015-07-02,0,2,2,0,0,Bb,USA,Online Ta,Ta/To,0,0,0,A,C,0,No Deposit,242,,Transient,98.0,0,1,Check-Out,2015-07-04
2f9aabc29ae88a13,Resort Hotel,0,10,2015-07-02,0,2,2,0,0,Bb,PRT,Online Ta,Ta/To,0,0,0,G,G,0,No Deposit,241,,Transient,117.81,0,0,Check-Out,2015-07-04
8844d0b420d1b862,Resort Hotel,0,5,2015-07-02,0,2,2,0,0,Bb,IRL,Online Ta,Ta/To,0,0,0,E,E,0,No Deposit,240,,Transient,135.0,1,2,Check-Out,2015-07-04
c062562f5477d218,Resort Hotel,0,17,2015-07-02,0,3,2,0,0,Bb,ESP,Direct,Direct,0,0,0,F,F,0,No Deposit,250,,Transient,133.0,0,1,Check-Out,2015-07-05
f5164ba4153b4ae2,Resort Hotel,0,93,2015-07-02,0,3,2,0,0,Bb,IRL,Offline Ta/To,Ta/To,0,0,0,A,C,0,No Deposit,115,,Contract,58.95,0,0,Check-Out,2015-07-05
d37427b2797ec5c0,Resort Hotel,1,3,2015-07-02,0,3,2,0,0,Hb,PRT,Online Ta,Ta/To,0,0,0,A,A,0,No Deposit,240,,Transient,136.33,0,2,Canceled,2015-06-29
c772354e44a8f058,Resort Hotel,0,10,2015-07-03,0,2,2,2,0,Bb,USA,Online Ta,Ta/To,0,0,0,G,H,0,No Deposit,240,,Transient,153.0,1,0,Check-Out,2015-07-05
71c63135a2faa3c5,Resort Hotel,0,3,2015-07-03,0,2,2,0,0,Bb,ESP,Online Ta,Ta/To,0,0,0,A,C,0,No Deposit,240,,Transient,110.5,0,0,Check-Out,2015-07-05
aa0a64daf9147322,Resort Hotel,0,51,2015-07-03,0,2,2,0,0,Bb,POL,Online Ta,Ta/To,0,0,0,D,D,0,No Deposit,242,,Transient,97.0,0,0,Check-Out,2015-07-05
30801abc2a38a11e,Resort Hotel,1,71,2015-07-03,0,2,3,0,0,Bb,PRT,Offline Ta/To,Ta/To,0,0,0,A,A,0,No Deposit,242,,Transient,110.3,0,2,Canceled,2015-06-16
8a16fd2eb93f1ad3,Resort Hotel,1,63,2015-07-03,0,2,2,0,0,Bb,PRT,Online Ta,Ta/To,0,0,0,A,A,0,No Deposit,240,,Transient,82.0,0,2,Canceled,2015-06-18
70a045c41380cac4,Resort Hotel,1,62,2015-07-03,0,2,2,0,0,Bb,PRT,Online Ta,Ta/To,0,0,0,D,D,0,No Deposit,240,,Transient,97.0,0,1,Canceled,2015-07-03
b1a599189de1dbab,Resort Hotel,1,101,2015-07-03,0,2,2,0,0,Bb,PRT,Online Ta,Ta/To,0,0,0,A,A,0,No Deposit,240,,Transient,73.8,0,1,Canceled,2015-06-12
dc689d39351f663e,Resort Hotel,0,2,2015-07-03,0,2,2,0,0,Hb,PRT,Offline Ta/To,Ta/To,0,0,0,A,A,0,No Deposit,3,,Transient,91.5,0,0,Check-Out,2015-07-05
0f245e5584f4be00,Resort Hotel,0,15,2015-07-03,0,2,2,0,0,Bb,ESP,Online Ta,Ta/To,0,0,0,A,A,0,No Deposit,240,,Transient,114.5,0,0,Check-Out,2015-07-05
ebd3a1161855f546,Resort Hotel,1,51,2015-07-03,0,2,3,0,0,Bb,PRT,Online Ta,Ta/To,0,0,0,A,A,0,No Deposit,242,,Transient,110.3,0,0,Canceled,2015-06-09
5f4baa1baae84656,Resort Hotel,0,3,2015-07-03,1,2,2,0,0,Bb,ESP,Online Ta,Ta/To,0,0,0,A,A,0,No Deposit,240,,Transient,90.9,1,0,Check-Out,2015-07-06
b2493786b4fa84d4,Resort Hotel,1,48,2015-07-03,1,2,2,0,0,Bb,PRT,Online Ta,Ta/To,0,0,0,E,E,0,No Deposit,240,,Transient,123.0,0,0,Canceled,2015-05-26
932b388b86af1ccd,Resort Hotel,0,2,2015-07-03,2,2,1,0,0,Bb,PRT,Online Ta,Ta/To,0,0,0,A,A,0,No Deposit,240,,Transient,122.0,0,0,Check-Out,2015-07-07
2798cde1381b7a22,Resort Hotel,0,72,2015-07-03,2,2,2,0,0,Bb,DEU,Offline Ta/To,Ta/To,0,0,0,A,A,0,No Deposit,105,,Transient,110.7,1,0,Check-Out,2015-07-07
01e1e4cccf12174a,Resort Hotel,0,81,2015-07-03,2,6,3,0,0,Bb,PRT,Offline Ta/To,Ta/To,0,0,0,D,D,0,No Deposit,5,,Transient,85.86,0,0,Check-Out,2015-07-11
52f86190db800187,Resort Hotel,0,99,2015-07-03,2,7,2,0,0,Bb,FRA,Offline Ta/To,Ta/To,0,0,0,A,A,0,No Deposit,40,,Contract,58.95,0,0,Check-Out,2015-07-12
aca56d2db2dae1f4,Resort Hotel,1,368,2015-07-03,3,7,2,0,0,Bb,PRT,Offline Ta/To,Ta/To,0,0,0,A,A,0,No Deposit,40,,Contract,55.68,0,0,Canceled,2015-05-19
8fec8a12b134907e,Resort Hotel,0,364,2015-07-03,3,7,2,0,0,Bb,GBR,Offline Ta/To,Ta/To,0,0,0,A,A,0,No Deposit,40,,Contract,55.68,0,0,Check-Out,2015-07-13
e73025d139452617,Resort Hotel,1,81,2015-07-03,3,7,2,0,0,Hb,PRT,Direct,Direct,0,0,0,A,A,2,No Deposit,250,,Transient,124.0,0,1,Canceled,2015-06-09
d4e8eb669bb14e05,Resort Hotel,0,99,2015-07-03,3,7,2,0,0,Hb,GBR,Offline Ta/To,Ta/To,0,0,0,E,E,0,No Deposit,115,,Contract,111.15,0,0,Check-Out,2015-07-13
ccc7596c095a1327,Resort Hotel,0,324,2015-07-03,4,10,2,0,0,Hb,GBR,Offline Ta/To,Ta/To,0,0,0,E,E,0,No Deposit,40,,Contract,134.73,0,0,Check-Out,2015-07-17
90713a8afcc9f660,Resort Hotel,0,69,2015-07-03,4,10,2,0,0,Bb,GBR,Online Ta,Ta/To,0,0,0,F,F,1,No Deposit,241,,Transient,92.45,0,1,Check-Out,2015-07-17
7e51562112a79320,Resort Hotel,1,79,2015-07-03,6,15,2,1,0,Bb,PRT,Offline Ta/To,Ta/To,0,0,0,A,A,0,No Deposit,242,,Transient,108.73,0,2,Canceled,2015-04-15
9f2066dfcf0904de,Resort Hotel,0,12,2015-07-03,0,1,2,0,0,Bb,GBR,Online Ta,Ta/To,0,0,0,A,C,0,No Deposit,240,,Transient,73.8,0,0,Check-Out,2015-07-04
5838cb2151764549,Resort Hotel,0,9,2015-07-03,0,1,2,0,0,Bb,PRT,Online Ta,Ta/To,0,0,0,A,C,0,No Deposit,240,,Transient,98.0,1,2,Check-Out,2015-07-04
4dc4195aa8a2e07e,Resort Hotel,0,1,2015-07-03,0,1,2,0,0,Bb,ESP,Online Ta,Ta/To,0,0,0,A,C,0,No Deposit,240,,Transient,131.0,0,1,Check-Out,2015-07-04
03ddc9c0cfa5db37,Resort Hotel,0,21,2015-07-03,0,1,2,0,0,Bb,PRT,Online Ta,Ta/To,0,0,0,E,E,0,No Deposit,240,,Transient,123.0,0,0,Check-Out,2015-07-04
11486473358492d1,Resort Hotel,0,9,2015-07-03,0,1,2,0,0,Bb,USA,Online Ta,Ta/To,0,0,0,C,C,0,No Deposit,241,,Transient,94.71,0,0,Check-Out,2015-07-04
eb8390873a16d912,Resort Hotel,0,109,2015-07-03,0,1,2,0,0,Bb,BEL,Online Ta,Ta/To,0,0,0,A,A,0,No Deposit,240,,Transient,123.0,0,2,Check-Out,2015-07-04
1327f304ac12a504,Resort Hotel,1,72,2015-07-03,0,2,2,0,0,Bb,PRT,Online Ta,Ta/To,0,0,0,A,A,0,No Deposit,240,,Transient,73.8,0,1,Canceled,2015-06-29
06ea1d674f17c7a4,Resort Hotel,1,63,2015-07-03,2,5,2,0,0,Bb,PRT,Online Ta,Ta/To,0,0,0,F,F,0,No Deposit,242,,Transient,117.0,0,1,Canceled,2015-05-13
b5ceb7a803d5002e,Resort Hotel,0,63,2015-07-03,2,5,3,0,0,Hb,ESP,Offline Ta/To,Ta/To,0,0,0,E,E,0,No Deposit,105,,Transient,196.54,0,1,Check-Out,2015-07-10
46e4843b5a7c471a,Resort Hotel,0,101,2015-07-03,2,5,2,1,0,Bb,PRT,Online Ta,Ta/To,0,0,0,D,D,0,No Deposit,240,,Transient,99.3,1,2,Check-Out,2015-07-10
fa8079f44f8bb296,Resort Hotel,0,102,2015-07-03,2,5,2,0,0,Bb,DEU,Direct,Direct,0,0,0,E,E,0,No Deposit,250,,Transient,90.95,0,0,Check-Out,2015-07-10
bc2d5089afda8406,Resort Hotel,0,4,2015-07-04,2,1,2,0,0,Bb,ESP,Direct,Direct,0,0,0,A,C,0,No Deposit,250,,Transient,92.67,0,1,Check-Out,2015-07-07
26adf388e97858cf,Resort Hotel,0,98,2015-07-04,2,1,2,0,0,Bb,FRA,Offline Ta/To,Ta/To,0,0,0,D,D,0,No Deposit,8,,Transient,71.55,1,0,Check-Out,2015-07-07
cad8147cef075955,Resort Hotel,0,92,2015-07-04,2,4,1,2,0,Bb,FRA,Offline Ta/To,Ta/To,0,0,0,F,F,0,No Deposit,241,,Transient,96.49,0,2,Check-Out,2015-07-10
27ee1b4c3f3f7ee7,Resort Hotel,0,95,2015-07-04,2,4,2,0,0,Bb,PRT,Online Ta,Ta/To,0,0,0,A,C,0,No Deposit,240,,Transient,85.8,1,2,Check-Out,2015-07-10
dc427fdafc65f30f,Resort Hotel,0,102,2015-07-04,2,5,2,0,0,Bb,PRT,Online Ta,Ta/To,0,0,0,E,E,0,No Deposit,240,,Transient,96.3,0,1,Check-Out,2015-07-11
04a0932f356c43cd,Resort Hotel,1,26,2015-07-04,2,5,2,2,0,Bb,PRT,Online Ta,Ta/To,0,0,0,H,H,0,No Deposit,240,,Transient,163.0,0,0,Canceled,2015-06-09
1620b1856e585275,Resort Hotel,1,73,2015-07-04,2,5,3,0,0,Hb,PRT,Direct,Direct,0,0,0,D,D,0,No Deposit,250,,Transient,172.0,0,1,Canceled,2015-05-20
19b44c1d51d1de6b,Resort Hotel,1,102,2015-07-04,2,5,2,0,0,Bb,PRT,Online Ta,Ta/To,0,0,0,A,A,0,No Deposit,240,,Transient,110.7,0,1,Canceled,2015-04-22
a1c5dd4703f98085,Resort Hotel,0,115,2015-07-04,2,5,2,0,0,Bb,PRT,Offline Ta/To,Ta/To,0,0,0,A,A,0,No Deposit,134,,Transient,58.95,0,1,Check-Out,2015-07-11
d984a51d1749c1bc,Resort Hotel,0,102,2015-07-04,2,5,2,0,1,Bb,PRT,Online Ta,Ta/To,0,0,0,A,A,0,No Deposit,240,,Transient,73.8,0,2,Check-Out,2015-07-11
b55ca3968593071b,Resort Hotel,0,86,2015-07-04,2,5,2,0,0,Bb,CHE,Online Ta,Ta/To,0,0,0,D,D,0,No Deposit,240,,Transient,97.0,0,2,Check-Out,2015-07-11
d1f1254db3d5ba2b,Resort Hotel,0,78,2015-07-04,2,5,2,0,1,Hb,PRT,Online Ta,Ta/To,0,0,0,E,F,0,No Deposit,240,,Transient,139.0,0,2,Check-Out,2015-07-11
cebfae97648bdb22,Resort Hotel,0,52,2015-07-04,2,5,2,0,0,Bb,GBR,Online Ta,Ta/To,0,0,0,A,A,0,No Deposit,147,,Transient,67.24,0,0,Check-Out,2015-07-11
b5eaa7552f89c348,Resort Hotel,0,29,2015-07-04,2,6,3,0,0,Bb,PRT,Online Ta,Ta/To,0,0,0,E,E,0,No Deposit,241,,Transient,116.5,0,1,Check-Out,2015-07-12
4064668b42e64970,Resort Hotel,1,101,2015-07-04,2,6,2,0,0,Bb,PRT,Online Ta,Ta/To,0,0,0,E,E,0,No Deposit,240,,Transient,96.3,0,1,Canceled,2015-05-12
d2c95edc602f51fb,Resort Hotel,0,109,2015-07-04,2,6,2,0,0,Bb,PRT,Online Ta,Ta/To,0,0,0,A,A,0,No Deposit,240,,Transient,123.0,0,1,Check-Out,2015-07-12
b19f94997f6f14f2,Resort Hotel,0,92,2015-07-04,4,6,2,0,0,Bb,GBR,Offline Ta/To,Ta/To,0,0,0,D,D,0,No Deposit,40,,Contract,71.55,0,1,Check-Out,2015-07-14
f2034ba066593a62,Resort Hotel,0,79,2015-07-04,4,6,2,1,0,Hb,PRT,Direct,Direct,0,0,0,D,D,1,No Deposit,250,,Transient,149.0,0,1,Check-Out,2015-07-14
3ef7d68d72a2a60a,Resort Hotel,0,2,2015-07-04,0,1,2,2,0,Bb,PRT,Online Ta,Ta/To,0,0,0,H,G,1,No Deposit,240,,Transient,163.0,1,0,Check-Out,2015-07-05
5c3a2de7a1de08dd,Resort Hotel,0,30,2015-07-04,0,1,2,0,0,Bb,PRT,Offline Ta/To,Ta/To,0,0,0,D,C,0,No Deposit,8,,Contract,79.5,0,0,Check-Out,2015-07-05
bc4d0083822f5ae6,Resort Hotel,1,51,2015-07-04,0,1,1,0,0,Hb,PRT,Online Ta,Ta/To,0,0,0,A,A,0,No Deposit,240,,Transient,105.0,0,0,Canceled,2015-05-29
fd6f14aacdd9d221,Resort Hotel,1,36,2015-07-04,0,1,1,0,0,Bb,PRT,Direct,Direct,0,0,0,E,G,1,No Deposit,250,,Transient,123.0,0,0,No-Show,2015-07-04
c59d51feec9fe0eb,Resort Hotel,1,73,2015-07-04,0,1,2,0,0,Bb,PRT,Online Ta,Ta/To,0,0,0,A,A,0,No Deposit,240,,Transient,73.8,0,2,Canceled,2015-05-13
21f43ef2a6e12c9a,Resort Hotel,1,33,2015-07-04,0,1,2,0,0,Bb,PRT,Online Ta,Ta/To,0,0,0,D,D,0,No Deposit,240,,Transient,113.0,0,0,Canceled,2015-06-16
006005704a997edb,Resort Hotel,0,32,2015-07-04,0,1,4,0,0,Fb,PRT,Complementary,Direct,0,0,0,H,H,2,No Deposit,,,Transient,0.0,0,1,Check-Out,2015-07-05
88f27730b021ce9f,Resort Hotel,0,8,2015-07-04,0,1,2,0,0,Bb,ESP,Online Ta,Ta/To,0,0,0,E,E,0,No Deposit,240,,Transient,123.0,0,0,Check-Out,2015-07-05
90fda853d6b31c80,Resort Hotel,0,100,2015-07-04,1,1,2,0,0,Bb,FRA,Online Ta,Ta/To,0,0,0,A,C,0,No Deposit,240,,Transient-Party,73.8,1,1,Check-Out,2015-07-06
92bd3c6a5d3a9159,Resort Hotel,0,1,2015-07-04,1,1,2,0,0,Bb,PRT,Online Ta,Ta/To,0,0,0,A,A,0,No Deposit,240,,Transient,114.5,0,0,Check-Out,2015-07-06
063a0b61517a6b87,Resort Hotel,0,9,2015-07-05,1,0,2,0,0,Bb,ESP,Online Ta,Ta/To,0,0,0,A,C,0,No Deposit,240,,Transient,88.2,0,1,Check-Out,2015-07-06
d7d119fb38483aec,Resort Hotel,1,5,2015-07-05,1,0,2,0,0,Bb,PRT,Online Ta,Ta/To,0,0,0,D,D,0,No Deposit,240,,Transient,97.0,0,0,Canceled,2015-07-01
7c1b7c5a238d0655,Resort Hotel,0,0,2015-07-05,1,0,2,0,0,Bb,ESP,Online Ta,Ta/To,0,0,0,A,C,1,No Deposit,306,,Transient,85.1,0,0,Check-Out,2015-07-06
792f85320423324e,Resort Hotel,0,9,2015-07-05,1,0,1,0,0,Bb,DEU,Online Ta,Ta/To,0,0,0,A,A,0,No Deposit,184,,Transient,89.0,0,0,Check-Out,2015-07-06
1e1efc344891d361,Resort Hotel,0,2,2015-07-05,1,0,1,0,0,Bb,PRT,Online Ta,Ta/To,0,0,0,A,D,0,No Deposit,240,,Transient,80.1,0,0,Check-Out,2015-07-06
